City,Longitude,Latitude,Region,Country,Address,AirQuality,WaterPollution
Taiyuan,37.8705899,112.55067,Shanxi,People's Republic of China,Taiyuan Shanxi People's Republic of China ,0,100
Datong,40.0763699,113.30001,Shanxi,People's Republic of China,Datong Shanxi People's Republic of China ,12.5,50
Yangquan,37.8566799,113.58047,Shanxi,People's Republic of China,Yangquan Shanxi People's Republic of China ,0,50
Changzhi,36.1958099,113.11649,Shanxi,People's Republic of China,Changzhi Shanxi People's Republic of China ,0,50
Jincheng,35.4903899,112.85113,Shanxi,People's Republic of China,Jincheng Shanxi People's Republic of China ,0,50
Jinzhong,37.6870199,112.75278,Shanxi,People's Republic of China,Jinzhong Shanxi People's Republic of China ,0,50
Xinzhou,38.4166999,112.73418,Shanxi,People's Republic of China,Xinzhou Shanxi People's Republic of China ,0,50
Linfen,36.0882199,111.51962,Shanxi,People's Republic of China,Linfen Shanxi People's Republic of China ,22.22222222,55
Dalian,38.9139899,121.6147,Liaoning,People's Republic of China,Dalian Liaoning People's Republic of China ,26.78571429,50
Fushun,41.8797099,123.95722,Liaoning,People's Republic of China,Fushun Liaoning People's Republic of China ,0,50
Benxi,41.2941299,123.7668599,Liaoning,People's Republic of China,Benxi Liaoning People's Republic of China ,0,50
Dandong,39.9997999,124.35601,Liaoning,People's Republic of China,Dandong Liaoning People's Republic of China ,16.66666667,37.5
Yingkou,40.6659899,122.23458,Liaoning,People's Republic of China,Yingkou Liaoning People's Republic of China ,0,50
Panjin,41.1199599,122.07078,Liaoning,People's Republic of China,Panjin Liaoning People's Republic of China ,0,50
Tieling,42.2861999,123.84241,Liaoning,People's Republic of China,Tieling Liaoning People's Republic of China ,0,50
Huludao,40.7109999,120.83699,Liaoning,People's Republic of China,Huludao Liaoning People's Republic of China ,0,50
San Pedro,14.3528609,121.0458348,,Philippines,San Pedro Philippines ,25,0
Calamba,14.1876712,121.1250825,,Philippines,Calamba Philippines ,58.33333333,77.77777778
Santa Rosa,14.2843023,121.0888928,,Philippines,Santa Rosa Philippines ,50,62.5
Dzerzhinsk,56.2374473,43.4596172,Nizhny Novgorod Oblast,Russia,Dzerzhinsk Nizhny Novgorod Oblast Russia ,100,50
Marion,35.2144374,-90.197219,Arkansas,United States of America,Marion Arkansas United States of America ,0,75
Kluczbork,50.97235,18.21807,Opole Voivodeship,Poland,Kluczbork Opole Voivodeship Poland ,50,50
Cabot,34.9748751,-92.0163297,Arkansas,United States of America,Cabot Arkansas United States of America ,75,25
Russellville,35.278116,-93.1337007,Arkansas,United States of America,Russellville Arkansas United States of America ,93.75,50
Bullhead City,35.1359386,-114.5285981,Arizona,United States of America,Bullhead City Arizona United States of America ,100,50
Texarkana,33.4304827,-94.0361745,Arkansas,United States of America,Texarkana Arkansas United States of America ,87.5,50
Rogers,36.3335129,-94.1256953,Arkansas,United States of America,Rogers Arkansas United States of America ,87.5,12.5
Dothan,31.2232313,-85.3904888,Alabama,United States of America,Dothan Alabama United States of America ,100,62.5
Fort Smith,35.3843722,-94.4209646,Arkansas,United States of America,Fort Smith Arkansas United States of America ,95,25
Tuscaloosa,33.2098407,-87.5691735,Alabama,United States of America,Tuscaloosa Alabama United States of America ,86.11111111,40
Fairbanks,64.8400511,-147.7199756,Alaska,United States of America,Fairbanks Alaska United States of America ,68.18181818,10
Van Buren,35.4589055,-94.3565578,Arkansas,United States of America,Van Buren Arkansas United States of America ,100,50
Kingman,35.189443,-114.0530065,Arizona,United States of America,Kingman Arizona United States of America ,100,75
Florence,34.79981,-87.677251,Alabama,United States of America,Florence Alabama United States of America ,100,50
Mulhouse,47.750839,7.335888,,France,Mulhouse France ,87.5,25
Yuma,32.6926512,-114.6276916,Arizona,United States of America,Yuma Arizona United States of America ,77.77777778,45
Flagstaff,35.1982836,-111.651302,Arizona,United States of America,Flagstaff Arizona United States of America ,100,18.75
Southampton,50.9105468,-1.4049018,England,United Kingdom,Southampton England United Kingdom ,67.30769231,46.875
Palmer,61.599415,-149.1146333,Alaska,United States of America,Palmer Alaska United States of America ,95,0
Konya,37.8746429,32.4931554,Konya Province,Turkey,Konya Konya Province Turkey ,18.18181818,45
Huntsville,34.7303688,-86.5861037,Alabama,United States of America,Huntsville Alabama United States of America ,95,25
Mobile,30.6953657,-88.0398912,Alabama,United States of America,Mobile Alabama United States of America ,75,57.14285714
Maricopa,33.0581063,-112.0476423,Arizona,United States of America,Maricopa Arizona United States of America ,100,50
Murfreesboro,34.0619026,-93.6900654,Arkansas,United States of America,Murfreesboro Arkansas United States of America ,87.5,37.5
Debrecen,47.5288879,21.6254485,Hajdu-Bihar County,Hungary,Debrecen Hajdu-Bihar County Hungary ,56.57894737,20.83333333
Sierra Vista,31.5455001,-110.2772856,Arizona,United States of America,Sierra Vista Arizona United States of America ,75,30
Seward,60.1047739,-149.4421037,Alaska,United States of America,Seward Alaska United States of America ,100,0
Hot Springs,34.5077615,-93.0546003,Arkansas,United States of America,Hot Springs Arkansas United States of America ,100,0
Prescott,34.5400242,-112.4685025,Arizona,United States of America,Prescott Arizona United States of America ,96.42857143,25
Wasilla,61.5808763,-149.4410597,Alaska,United States of America,Wasilla Alaska United States of America ,96.42857143,33.33333333
Varanasi,25.3176452,82.9739144,Uttar Pradesh,India,Varanasi Uttar Pradesh India ,19.33962264,70.91836735
Kodiak,57.79,-152.4072222,Alaska,United States of America,Kodiak Alaska United States of America ,100,25
Christchurch,-43.5320214,172.6305589,Canterbury Region,New Zealand,Christchurch Canterbury Region New Zealand ,80.11363636,33.75
Daugavpils,55.874736,26.536179,,Latvia,Daugavpils Latvia ,50,37.5
Tabriz,38.096239,46.2738013,East Azerbaijan Province,Iran,Tabriz East Azerbaijan Province Iran ,30.26315789,47.72727273
Patna,25.5940947,85.1375645,Bihar,India,Patna Bihar India ,14.49275362,68.25396825
Shreveport,32.5251516,-93.7501789,Louisiana,United States of America,Shreveport Louisiana United States of America ,78.125,91.66666667
Antakya,36.2022842,36.1613221,Hatay Province,Turkey,Antakya Hatay Province Turkey ,87.5,50
Bhopal,23.2599333,77.412615,Madhya Pradesh,India,Bhopal Madhya Pradesh India ,48.92857143,67.30769231
Monterrey,25.6866142,-100.3161126,Nuevo Leon,Mexico,Monterrey Nuevo Leon Mexico ,23.79310345,50
Charleroi,50.4096349,4.44601,Wallonia,Belgium,Charleroi Wallonia Belgium ,50,60
Olomouc,49.593778,17.2508787,,Czech Republic,Olomouc Czech Republic ,66.66666667,20
Acapulco,16.8531086,-99.8236533,Guerrero,Mexico,Acapulco Guerrero Mexico ,36.36363636,77.27272727
Szeged,46.2530102,20.1414253,Csongrad-Csanad County,Hungary,Szeged Csongrad-Csanad County Hungary ,69.44444444,25
Giza,30.0130557,31.2088526,Giza Governorate,Egypt,Giza Giza Governorate Egypt ,8.333333333,79.16666667
Gresham,45.5044715,-122.4356657,Oregon,United States of America,Gresham Oregon United States of America ,100,0
Beaverton,45.4869283,-122.804032,Oregon,United States of America,Beaverton Oregon United States of America ,81.25,6.25
Santos,-23.9592201,-46.3317787,Sao Paulo,Brazil,Santos Sao Paulo Brazil ,65.625,18.75
Temuco,-38.7383905,-72.5904598,Araucania Region,Chile,Temuco Araucania Region Chile ,18.75,37.5
La Rochelle,46.160329,-1.151139,,France,La Rochelle France ,90,0
Olsztyn,53.778422,20.4801193,Warmian-Masurian Voivodeship,Poland,Olsztyn Warmian-Masurian Voivodeship Poland ,42.70833333,43.75
Van,38.5012085,43.3729793,Van Province,Turkey,Van Van Province Turkey ,0,50
Leicester,52.6368778,-1.1397592,England,United Kingdom,Leicester England United Kingdom ,70.3125,27.08333333
Goiania,-16.6868912,-49.2647943,Goias,Brazil,Goiania Goias Brazil ,68.75,39.58333333
Durres,41.3245904,19.4564686,Durres County,Albania,Durres Durres County Albania ,37.5,62.5
Mosul,36.3489278,43.157736,,Iraq,Mosul Iraq ,0,75
Sibiu,45.7935607,24.1212945,Sibiu County,Romania,Sibiu Sibiu County Romania ,77.63157895,21.66666667
Diyarbakir,37.9249733,40.2109826,Diyarbakir Province,Turkey,Diyarbakir Diyarbakir Province Turkey ,18.75,0
Mons,50.4546634,3.9523135,Wallonia,Belgium,Mons Wallonia Belgium ,80,50
Shimla,31.1048145,77.1734033,,India,Shimla India ,63.95348837,62.5
Savannah,32.0808989,-81.091203,Georgia,United States of America,Savannah Georgia United States of America ,64.0625,52.08333333
Saue,59.3199675,24.5536923,Harju County,Estonia,Saue Harju County Estonia ,100,0
Changchun,43.8160199,125.32357,Jilin,People's Republic of China,Changchun Jilin People's Republic of China ,16.66666667,56.81818182
Opole,50.6683223,17.9230651,Opole Voivodeship,Poland,Opole Opole Voivodeship Poland ,37.5,45.45454545
Liaoyuan,42.8880499,125.14368,Jilin,People's Republic of China,Liaoyuan Jilin People's Republic of China ,12.5,50
Baishan,41.9440999,126.41433,Jilin,People's Republic of China,Baishan Jilin People's Republic of China ,0,50
Baicheng,45.6195999,122.83871,Jilin,People's Republic of China,Baicheng Jilin People's Republic of China ,0,50
London,42.9849233,-81.2452768,Ontario,Canada,London Ontario Canada ,69.82758621,51
Sopot,54.441581,18.5600956,Pomeranian Voivodeship,Poland,Sopot Pomeranian Voivodeship Poland ,45.45454545,53.57142857
Rawalpindi,33.5651107,73.0169135,Punjab,Pakistan,Rawalpindi Punjab Pakistan ,33.33333333,79.34782609
Chrzanow,50.1345643,19.4001765,Lesser Poland Voivodeship,Poland,Chrzanow Lesser Poland Voivodeship Poland ,37.5,50
Gaziantep,37.065953,37.37811,Gaziantep Province,Turkey,Gaziantep Gaziantep Province Turkey ,25,37.5
Sugar Land,29.5984434,-95.6225521,Texas,United States of America,Sugar Land Texas United States of America ,87.5,37.5
Mostar,43.3437748,17.8077578,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Mostar Federation of Bosnia and Herzegovina Bosnia and Herzegovina ,93.18181818,35
Oradea,47.0465005,21.9189438,,Romania,Oradea Romania ,65.47619048,26.66666667
Novokuznetsk,53.7595935,87.1215705,Kemerovo Oblast,Russia,Novokuznetsk Kemerovo Oblast Russia ,0,45
Greeley,40.4233142,-104.7091322,Colorado,United States of America,Greeley Colorado United States of America ,95,0
Waukesha,43.0116784,-88.2314813,Wisconsin,United States of America,Waukesha Wisconsin United States of America ,87.5,50
Appleton,44.2619309,-88.4153847,Wisconsin,United States of America,Appleton Wisconsin United States of America ,89.28571429,25
Magnitogorsk,53.3927214,59.0623067,Chelyabinsk Oblast,Russia,Magnitogorsk Chelyabinsk Oblast Russia ,0,72.72727273
Nizhny Tagil,57.9214912,59.9816186,Sverdlovsk Oblast,Russia,Nizhny Tagil Sverdlovsk Oblast Russia ,0,100
Volzhsky,48.8176494,44.7707294,,Russia,Volzhsky Russia ,0,75
Ourense,42.3357893,-7.863881,Galicia,Spain,Ourense Galicia Spain ,100,33.33333333
Ibb,13.9720929,44.1625338,Ibb Governorate,Yemen,Ibb Ibb Governorate Yemen ,100,75
Cluj-Napoca,46.7712101,23.6236353,Cluj County,Romania,Cluj-Napoca Cluj County Romania ,57.11206897,33.40909091
Newport,51.584151,-2.997664,Wales,United Kingdom,Newport Wales United Kingdom ,82.14285714,58.33333333
Narva,59.3796931,28.179075,Ida-Viru County,Estonia,Narva Ida-Viru County Estonia ,75,66.66666667
Kielce,50.8660773,20.6285677,Swietokrzyskie Voivodeship,Poland,Kielce Swietokrzyskie Voivodeship Poland ,50,50
Bytom,50.3483816,18.9157175,Silesian Voivodeship,Poland,Bytom Silesian Voivodeship Poland ,35,75
Parnu,58.3916898,24.4952895,Parnu County,Estonia,Parnu Parnu County Estonia ,75,25
Miskolc,48.1034775,20.7784384,Borsod-Abauj-Zemplen County,Hungary,Miskolc Borsod-Abauj-Zemplen County Hungary ,44.44444444,15
Corinth,37.9386365,22.9322383,Peloponnese Region,Greece,Corinth Peloponnese Region Greece ,87.5,50
Czestochowa,50.8118195,19.1203094,Silesian Voivodeship,Poland,Czestochowa Silesian Voivodeship Poland ,45.83333333,12.5
Rovaniemi,66.5039478,25.7293905,,Finland,Rovaniemi Finland ,100,15
Zabrze,50.3249278,18.7857186,Silesian Voivodeship,Poland,Zabrze Silesian Voivodeship Poland ,15.625,37.5
Ventspils,57.3937216,21.5647066,,Latvia,Ventspils Latvia ,92.85714286,8.333333333
Lucena,13.9413957,121.6234471,,Philippines,Lucena Philippines ,54.16666667,69.23076923
Chorzow,50.2974884,18.9545728,Silesian Voivodeship,Poland,Chorzow Silesian Voivodeship Poland ,25,50
Zgierz,51.8550576,19.4060704,Lodz Voivodeship,Poland,Zgierz Lodz Voivodeship Poland ,75,50
Bakal,54.9472263,58.8124435,Chelyabinsk Oblast,Russia,Bakal Chelyabinsk Oblast Russia ,75,100
Balashikha,55.7981904,37.9679867,Moscow Oblast,Russia,Balashikha Moscow Oblast Russia ,25,58.33333333
Elblag,54.1560613,19.4044897,Warmian-Masurian Voivodeship,Poland,Elblag Warmian-Masurian Voivodeship Poland ,54.16666667,50
Zielona Gora,51.9356214,15.5061862,Lubusz Voivodeship,Poland,Zielona Gora Lubusz Voivodeship Poland ,75,12.5
Plock,52.5463446,19.7065364,Masovian Voivodeship,Poland,Plock Masovian Voivodeship Poland ,33.33333333,45
Gorzow Wielkopolski,52.7325285,15.2369305,Lubusz Voivodeship,Poland,Gorzow Wielkopolski Lubusz Voivodeship Poland ,55,75
Radom,51.4027236,21.1471333,Masovian Voivodeship,Poland,Radom Masovian Voivodeship Poland ,40,50
Slupsk,54.464148,17.0284824,Pomeranian Voivodeship,Poland,Slupsk Pomeranian Voivodeship Poland ,87.5,50
Sosnowiec,50.2862638,19.1040791,Silesian Voivodeship,Poland,Sosnowiec Silesian Voivodeship Poland ,17.85714286,25
Gliwice,50.2944923,18.6713802,Silesian Voivodeship,Poland,Gliwice Silesian Voivodeship Poland ,19.11764706,59.61538462
Legnica,51.2070067,16.1553231,Lower Silesian Voivodeship,Poland,Legnica Lower Silesian Voivodeship Poland ,50,50
Tarnow,50.0121011,20.9858407,Lesser Poland Voivodeship,Poland,Tarnow Lesser Poland Voivodeship Poland ,37.5,50
Wloclawek,52.6483303,19.0677357,Kuyavian-Pomeranian Voivodeship,Poland,Wloclawek Kuyavian-Pomeranian Voivodeship Poland ,45,75
Binangonan,14.4765477,121.195743,,Philippines,Binangonan Philippines ,75,50
Cainta,14.5864844,121.114876,,Philippines,Cainta Philippines ,45,60
Rybnik,50.1021742,18.5462847,Silesian Voivodeship,Poland,Rybnik Silesian Voivodeship Poland ,13.88888889,41.66666667
Akranes,64.3219244,-22.0702847,,Iceland,Akranes Iceland ,100,37.5
Sivas,39.750545,37.0150217,Sivas Province,Turkey,Sivas Sivas Province Turkey ,33.33333333,75
Puerto Galera,13.5018907,120.95412,,Philippines,Puerto Galera Philippines ,50,50
Valmiera,57.5384659,25.4263618,,Latvia,Valmiera Latvia ,100,50
Belize City,17.5045661,-88.1962133,Belize District,Belize,Belize City Belize District Belize ,50,77.77777778
Dabrowa Gornicza,50.3216897,19.1949126,Silesian Voivodeship,Poland,Dabrowa Gornicza Silesian Voivodeship Poland ,33.33333333,25
Kilkenny,52.6541454,-7.2447879,Leinster,Ireland,Kilkenny Leinster Ireland ,75,75
Pelotas,-31.7699685,-52.3312971,Rio Grande do Sul,Brazil,Pelotas Rio Grande do Sul Brazil ,50,50
Matola,-25.9239093,32.465802,Maputo Province,Mozambique,Matola Maputo Province Mozambique ,37.5,50
Kolobrzeg,54.1759173,15.5832667,West Pomeranian Voivodeship,Poland,Kolobrzeg West Pomeranian Voivodeship Poland ,100,0
Caxias do Sul,-29.1740137,-51.1812032,Rio Grande do Sul,Brazil,Caxias do Sul Rio Grande do Sul Brazil ,85,37.5
Mwanza,-2.5164305,32.9174517,Mwanza Region,Tanzania,Mwanza Mwanza Region Tanzania ,60,55
Walbrzych,50.7840092,16.2843553,Lower Silesian Voivodeship,Poland,Walbrzych Lower Silesian Voivodeship Poland ,36.11111111,60
Puerto Princesa,11.0049836,122.5372741,Western Visayas,Philippines,Puerto Princesa Western Visayas Philippines ,62.5,54.16666667
Durango,24.0277202,-104.6531759,Durango,Mexico,Durango Durango Mexico ,83.33333333,50
Chatham-Kent,42.4048028,-82.1910378,Ontario,Canada,Chatham-Kent Ontario Canada ,60,25
Chuzhou,32.253425,118.328321,Anhui,People's Republic of China,Chuzhou Anhui People's Republic of China ,0,50
Elbasan,41.11023,20.0866554,Elbasan County,Albania,Elbasan Elbasan County Albania ,0,25
