City,Longitude,Latitude,Region,Country,Address,AirQuality,WaterPollution,,New Water,WA,Rating
Quebec City,46.8138783,-71.2079809,Quebec,Canada,Quebec City Quebec Canada ,82.5,43.75,,56.25,138.75,69.375
Melitopol,46.8550216,35.3586996,Zaporizhzhia Oblast,Ukraine,Melitopol Zaporizhzhia Oblast Ukraine ,75,50,,50,125,62.5
Bern,46.9479739,7.4474468,Canton of Bern,Switzerland,Bern Canton of Bern Switzerland ,94.31818182,12.5,,87.5,181.8181818,90.90909091
Yuzhno-Sakhalinsk,46.9640949,142.7284716,Sakhalin Oblast,Russia,Yuzhno-Sakhalinsk Sakhalin Oblast Russia ,8.333333333,75,,25,33.33333333,16.66666667
Mykolaiv,46.975033,31.994583,Mykolaiv Oblast,Ukraine,Mykolaiv Mykolaiv Oblast Ukraine ,50,75,,25,75,37.5
Lucerne,47.0501682,8.3093072,Canton of Lucerne,Switzerland,Lucerne Canton of Lucerne Switzerland ,71.66666667,21.875,,78.125,149.7916667,74.89583333
Graz,47.070714,15.439504,Styria,Austria,Graz Styria Austria ,53.33333333,21.15384615,,78.84615385,132.1794872,66.08974359
Mariupol,47.097133,37.543367,Donetsk Oblast,Ukraine,Mariupol Donetsk Oblast Ukraine ,12.5,91.66666667,,8.333333333,20.83333333,10.41666667
Biel/Bienne,47.1367785,7.2467909,Canton of Bern,Switzerland,Biel/Bienne Canton of Bern Switzerland ,37.5,31.25,,68.75,106.25,53.125
Vaduz,47.1410303,9.5209277,,Liechtenstein,Vaduz  Liechtenstein ,100,0,,100,200,100
Nantes,47.218371,-1.553621,,France,Nantes  France ,72.61904762,20.58823529,,79.41176471,152.0308123,76.01540616
Szombathely,47.2306851,16.6218441,Vas County,Hungary,Szombathely Vas County Hungary ,100,50,,50,150,75
Besancon,47.237829,6.0240539,,France,Besancon  France ,87.5,37.5,,62.5,150,75
Innsbruck,47.2692124,11.4041024,Tyrol,Austria,Innsbruck Tyrol Austria ,75,7.8125,,92.1875,167.1875,83.59375
Dijon,47.322047,5.04148,,France,Dijon  France ,87.5,12.5,,87.5,175,87.5
Zurich,47.3768866,8.541694,Canton of Zurich,Switzerland,Zurich Canton of Zurich Switzerland ,83.80952381,10.71428571,,89.28571429,173.0952381,86.54761905
Aarau,47.390434,8.0457015,Canton Aargau,Switzerland,Aarau Canton Aargau Switzerland ,87.5,0,,100,187.5,93.75
Tours,47.394144,0.68484,,France,Tours  France ,84.375,6.25,,93.75,178.125,89.0625
St. Gallen,47.4244818,9.3767173,Canton of St. Gallen,Switzerland,St. Gallen Canton of St. Gallen Switzerland ,96.875,0,,100,196.875,98.4375
Angers,47.4711616,-0.5518257,,France,Angers  France ,100,25,,75,175,87.5
Budapest,47.497912,19.040235,,Hungary,Budapest  Hungary ,40.61032864,32.375,,67.625,108.2353286,54.11766432
Bregenz,47.50075,9.74231,Vorarlberg,Austria,Bregenz Vorarlberg Austria ,95,50,,50,145,72.5
Basel,47.5595986,7.5885761,,Switzerland,Basel  Switzerland ,81.66666667,26.92307692,,73.07692308,154.7435897,77.37179487
Riehen,47.5848274,7.6499111,,Switzerland,Riehen  Switzerland ,100,50,,50,150,75
Seattle,47.6062095,-122.3320708,Washington,United States of America,Seattle Washington United States of America ,79.37062937,36.94852941,,63.05147059,142.4221,71.21104998
Friedrichshafen,47.6567329,9.4649538,Baden-Wurttemberg,Germany,Friedrichshafen Baden-Wurttemberg Germany ,90,0,,100,190,95
Konstanz,47.6779808,9.1736741,Baden-Wurttemberg,Germany,Konstanz Baden-Wurttemberg Germany ,79.16666667,25,,75,154.1666667,77.08333333
Schaffhausen,47.6958897,8.6380488,Canton of Schaffhausen,Switzerland,Schaffhausen Canton of Schaffhausen Switzerland ,87.5,18.75,,81.25,168.75,84.375
Washington,47.7510741,-120.7401386,District of Columbia,United States of America,Washington District of Columbia United States of America ,66.12903226,49.10714286,,50.89285714,117.0218894,58.5109447
Salzburg,47.80949,13.05501,Salzburg,Austria,Salzburg Salzburg Austria ,82.69230769,38.88888889,,61.11111111,143.8034188,71.9017094
Kaufbeuren,47.8830175,10.625966,Bavaria,Germany,Kaufbeuren Bavaria Germany ,100,50,,50,150,75
Ulaanbaatar,47.8863988,106.9057439,,Mongolia,Ulaanbaatar  Mongolia ,6.862745098,71.73913043,,28.26086957,35.12361466,17.56180733
Orleans,47.902964,1.909251,,France,Orleans  France ,83.33333333,50,,50,133.3333333,66.66666667
Grand Forks,47.9252568,-97.0328547,North Dakota,United States of America,Grand Forks North Dakota United States of America ,87.5,37.5,,62.5,150,75
Freiburg im Breisgau,47.9990077,7.8421043,Baden-Wurttemberg,Germany,Freiburg im Breisgau Baden-Wurttemberg Germany ,88.33333333,5,,95,183.3333333,91.66666667
Le Mans,48.00611,0.199556,,France,Le Mans  France ,95,50,,50,145,72.5
Rennes,48.117266,-1.6777926,,France,Rennes  France ,62.5,35,,65,127.5,63.75
Munich,48.1351253,11.5819806,Bavaria,Germany,Munich Bavaria Germany ,74.41860465,15.46610169,,84.53389831,158.952503,79.47625148
Bratislava,48.1485965,17.1077477,Bratislava Region,Slovakia,Bratislava Bratislava Region Slovakia ,62.32394366,32.46268657,,67.53731343,129.8612571,64.93062855
Vienna,48.2081743,16.3738189,,Austria,Vienna  Austria ,82.70547945,10.14492754,,89.85507246,172.5605519,86.28027596
Nitra,48.3061414,18.076376,Nitra Region,Slovakia,Nitra Nitra Region Slovakia ,75,50,,50,125,62.5
Linz,48.30694,14.28583,Upper Austria,Austria,Linz Upper Austria Austria ,61.76470588,27.5,,72.5,134.2647059,67.13235294
Augsburg,48.3705449,10.89779,Bavaria,Germany,Augsburg Bavaria Germany ,73.52941176,26.92307692,,73.07692308,146.6063348,73.30316742
Trnava,48.370902,17.5833238,Trnava Region,Slovakia,Trnava Trnava Region Slovakia ,60.71428571,0,,100,160.7142857,80.35714286
Thunder Bay,48.3808951,-89.2476823,Ontario,Canada,Thunder Bay Ontario Canada ,87.5,34.375,,65.625,153.125,76.5625
Neu-Ulm,48.3891689,10.00286,Bavaria,Germany,Neu-Ulm Bavaria Germany ,100,50,,50,150,75
Brest,48.390394,-4.486076,,France,Brest  France ,79.54545455,35.71428571,,64.28571429,143.8311688,71.91558442
Khabarovsk,48.4814433,135.0720667,Khabarovsk Krai,Russia,Khabarovsk Khabarovsk Krai Russia ,61.11111111,57.5,,42.5,103.6111111,51.80555556
Reutlingen,48.4912389,9.2046411,Baden-Wurttemberg,Germany,Reutlingen Baden-Wurttemberg Germany ,85,25,,75,160,80
Tübingen,48.5216364,9.0576448,Baden-Wurttemberg,Germany,Tübingen Baden-Wurttemberg Germany ,89.28571429,8.333333333,,91.66666667,180.952381,90.47619048
Passau,48.5667364,13.4319466,Bavaria,Germany,Passau Bavaria Germany ,90,0,,100,190,95
Strasbourg,48.5734053,7.7521113,,France,Strasbourg  France ,68,47.36842105,,52.63157895,120.6315789,60.31578947
Zvolen,48.5761806,19.1371155,Banska Bystrica Region,Slovakia,Zvolen Banska Bystrica Region Slovakia ,87.5,50,,50,137.5,68.75
Nancy,48.692054,6.184417,,France,Nancy  France ,47.22222222,35,,65,112.2222222,56.11111111
Volgograd,48.708048,44.5133034,Volgograd Oblast,Russia,Volgograd Volgograd Oblast Russia ,21.66666667,59.375,,40.625,62.29166667,31.14583333
Kosice,48.7163857,21.2610746,Kosice Region,Slovakia,Kosice Kosice Region Slovakia ,52.38095238,35.29411765,,64.70588235,117.0868347,58.54341737
Ingolstadt,48.7667395,11.4226498,Bavaria,Germany,Ingolstadt Bavaria Germany ,100,0,,100,200,100
Stuttgart,48.7758459,9.1829321,Baden-Wurttemberg,Germany,Stuttgart Baden-Wurttemberg Germany ,43.125,24.28571429,,75.71428571,118.8392857,59.41964286
Aalen,48.8366887,10.0971163,Baden-Wurttemberg,Germany,Aalen Baden-Wurttemberg Germany ,87.5,50,,50,137.5,68.75
Deggendorf,48.8414126,12.9572212,Bavaria,Germany,Deggendorf Bavaria Germany ,50,0,,100,150,75
Paris,48.856614,2.3522219,Ile-de-France,France,Paris Ile-de-France France ,34.02439024,43.12169312,,56.87830688,90.90269712,45.45134856
Norman,48.8798704,0.1712529,Oklahoma,United States of America,Norman Oklahoma United States of America ,100,25,,75,175,87.5
Pforzheim,48.8921862,8.6946286,Baden-Wurttemberg,Germany,Pforzheim Baden-Wurttemberg Germany ,85,25,,75,160,80
Backnang,48.9471455,9.4341813,Baden-Wurttemberg,Germany,Backnang Baden-Wurttemberg Germany ,100,0,,100,200,100
Ceske Budejovice,48.9756578,14.480255,,Czech Republic,Ceske Budejovice  Czech Republic ,65,50,,50,115,57.5
Presov,49.0018324,21.2393119,Presov Region,Slovakia,Presov Presov Region Slovakia ,58.33333333,25,,75,133.3333333,66.66666667
Karlsruhe,49.0068901,8.4036527,Baden-Wurttemberg,Germany,Karlsruhe Baden-Wurttemberg Germany ,87.5,5.555555556,,94.44444444,181.9444444,90.97222222
Regensburg,49.0134297,12.1016236,Bavaria,Germany,Regensburg Bavaria Germany ,87.5,7.142857143,,92.85714286,180.3571429,90.17857143
Poprad,49.0511221,20.295414,Presov Region,Slovakia,Poprad Presov Region Slovakia ,97.22222222,10,,90,187.2222222,93.61111111
Ruzomberok,49.0752393,19.3066002,Zilina region,Slovakia,Ruzomberok Zilina region Slovakia ,45,50,,50,95,47.5
Heilbronn,49.1426929,9.210879,Baden-Wurttemberg,Germany,Heilbronn Baden-Wurttemberg Germany ,80,0,,100,180,90
Nanaimo,49.1658836,-123.9400647,British Columbia,Canada,Nanaimo British Columbia Canada ,89.77272727,29.16666667,,70.83333333,160.6060606,80.3030303
Caen,49.182863,-0.370679,,France,Caen  France ,81.25,31.25,,68.75,150,75
Brno,49.1950602,16.6068371,,Czech Republic,Brno  Czech Republic ,55.93220339,35.18518519,,64.81481481,120.7470182,60.3735091
Maple Ridge,49.2193226,-122.598398,British Columbia,Canada,Maple Ridge British Columbia Canada ,66.66666667,41.66666667,,58.33333333,125,62.5
Zilina,49.2194498,18.7408001,Zilina region,Slovakia,Zilina Zilina region Slovakia ,55,31.25,,68.75,123.75,61.875
Saarbrücken,49.2381697,6.997547,Saarland,Germany,Saarbrücken Saarland Germany ,87.5,12.5,,87.5,175,87.5
Reims,49.258329,4.031696,,France,Reims  France ,81.25,18.75,,81.25,162.5,81.25
Vancouver,49.2827291,-123.1207375,British Columbia,Canada,Vancouver British Columbia Canada ,80.56930693,31.66666667,,68.33333333,148.9026403,74.45132013
Ansbach,49.3004246,10.5719357,Bavaria,Germany,Ansbach Bavaria Germany ,80,25,,75,155,77.5
Saarlouis,49.3134606,6.7522865,Saarland,Germany,Saarlouis Saarland Germany ,100,50,,50,150,75
Heidelberg,49.3987524,8.6724335,Baden-Wurttemberg,Germany,Heidelberg Baden-Wurttemberg Germany ,89.28571429,25,,75,164.2857143,82.14285714
Landstuhl,49.4141464,7.5709052,Rhineland-Palatinate,Germany,Landstuhl Rhineland-Palatinate Germany ,100,0,,100,200,100
Kaiserslautern,49.4400657,7.7491265,Rhineland-Palatinate,Germany,Kaiserslautern Rhineland-Palatinate Germany ,87.5,5,,95,182.5,91.25
Amberg,49.4403198,11.8633445,Bavaria,Germany,Amberg Bavaria Germany ,100,50,,50,150,75
Rouen,49.443232,1.099971,,France,Rouen  France ,47.72727273,57.14285714,,42.85714286,90.58441558,45.29220779
Nuremberg,49.4521018,11.0766654,Bavaria,Germany,Nuremberg Bavaria Germany ,75,12.5,,87.5,162.5,81.25
Ludwigshafen,49.4774018,8.4447451,Rhineland-Palatinate,Germany,Ludwigshafen Rhineland-Palatinate Germany ,75,0,,100,175,87.5
Mannheim,49.4874592,8.4660395,Baden-Wurttemberg,Germany,Mannheim Baden-Wurttemberg Germany ,51.08695652,30.55555556,,69.44444444,120.531401,60.26570048
Esch-sur-Alzette,49.5024342,5.9722212,,Luxembourg,Esch-sur-Alzette  Luxembourg ,75,50,,50,125,62.5
Erlangen,49.5896744,11.0119611,Bavaria,Germany,Erlangen Bavaria Germany ,81.25,29.16666667,,70.83333333,152.0833333,76.04166667
Novy Jicin,49.5943251,18.0135356,,Czech Republic,Novy Jicin  Czech Republic ,62.5,50,,50,112.5,56.25
Nowy Sacz,49.6174535,20.7153326,Lesser Poland Voivodeship,Poland,Nowy Sacz Lesser Poland Voivodeship Poland ,30,100,,0,30,15
Worms,49.6341,8.3507,Rhineland-Palatinate,Germany,Worms Rhineland-Palatinate Germany ,60,100,,0,60,30
Bensheim,49.6861354,8.6187296,Hesse,Germany,Bensheim Hesse Germany ,87.5,50,,50,137.5,68.75
Trier,49.749992,6.6371433,Rhineland-Palatinate,Germany,Trier Rhineland-Palatinate Germany ,85.71428571,25,,75,160.7142857,80.35714286
Luxembourg,49.815273,6.129583,,Luxembourg,Luxembourg  Luxembourg ,83.10810811,20.45454545,,79.54545455,162.6535627,81.32678133
Ostrava,49.8209226,18.2625243,,Czech Republic,Ostrava  Czech Republic ,28.84615385,25,,75,103.8461538,51.92307692
Lviv,49.839683,24.029717,Lviv Oblast,Ukraine,Lviv Lviv Oblast Ukraine ,51.86567164,49.23076923,,50.76923077,102.6349024,51.31745121
Bad Kreuznach,49.8440162,7.8731346,Rhineland-Palatinate,Germany,Bad Kreuznach Rhineland-Palatinate Germany ,100,50,,50,150,75
Darmstadt,49.8728253,8.6511929,Hesse,Germany,Darmstadt Hesse Germany ,71.875,27.5,,72.5,144.375,72.1875
Amiens,49.894067,2.295753,,France,Amiens  France ,75,37.5,,62.5,137.5,68.75
Winnipeg,49.895136,-97.1383744,Manitoba,Canada,Winnipeg Manitoba Canada ,71.31147541,42.64705882,,57.35294118,128.6644166,64.33220829
Bamberg,49.8988135,10.9027636,Bavaria,Germany,Bamberg Bavaria Germany ,95.83333333,12.5,,87.5,183.3333333,91.66666667
Bayreuth,49.9456399,11.5713346,Bavaria,Germany,Bayreuth Bavaria Germany ,75,0,,100,175,87.5
Aschaffenburg,49.9806625,9.1355554,Bavaria,Germany,Aschaffenburg Bavaria Germany ,77.77777778,40,,60,137.7777778,68.88888889
Mainz,49.9928617,8.2472526,Rhineland-Palatinate,Germany,Mainz Rhineland-Palatinate Germany ,86.11111111,35,,65,151.1111111,75.55555556
Kharkiv,49.9935,36.230383,Kharkiv Oblast,Ukraine,Kharkiv Kharkiv Oblast Ukraine ,52.05882353,58.73493976,,41.26506024,93.32388377,46.66194189
Pardubice,50.0343092,15.7811994,,Czech Republic,Pardubice  Czech Republic ,50,41.66666667,,58.33333333,108.3333333,54.16666667
Rzeszow,50.0411867,21.9991196,Podkarpackie Voivodeship,Poland,Rzeszow Podkarpackie Voivodeship Poland ,37.5,47.05882353,,52.94117647,90.44117647,45.22058824
Schweinfurt,50.0492047,10.2194228,Bavaria,Germany,Schweinfurt Bavaria Germany ,87.5,62.5,,37.5,125,62.5
Krakow,50.0646501,19.9449799,Lesser Poland Voivodeship,Poland,Krakow Lesser Poland Voivodeship Poland ,12.19879518,36.53846154,,63.46153846,75.66033364,37.83016682
Prague,50.0755381,14.4378005,,Czech Republic,Prague  Czech Republic ,63.21243523,25.70621469,,74.29378531,137.5062205,68.75311027
Wiesbaden,50.0782184,8.2397608,Hesse,Germany,Wiesbaden Hesse Germany ,73.21428571,42.5,,57.5,130.7142857,65.35714286
Raciborz,50.0915234,18.2199165,Silesian Voivodeship,Poland,Raciborz Silesian Voivodeship Poland ,62.5,50,,50,112.5,56.25
Offenbach am Main,50.0956362,8.7760843,Hesse,Germany,Offenbach am Main Hesse Germany ,75,50,,50,125,62.5
Frankfurt,50.1109221,8.6821267,Hesse,Germany,Frankfurt Hesse Germany ,63.39285714,25.98039216,,74.01960784,137.412465,68.70623249
Tychy,50.1218007,19.0200022,Silesian Voivodeship,Poland,Tychy Silesian Voivodeship Poland ,22.5,43.75,,56.25,78.75,39.375
Coburg,50.2612094,10.962695,Bavaria,Germany,Coburg Bavaria Germany ,100,50,,50,150,75
Katowice,50.2648919,19.0237815,Silesian Voivodeship,Poland,Katowice Silesian Voivodeship Poland ,27.77777778,48.33333333,,51.66666667,79.44444444,39.72222222
Blagoveshchensk,50.2660067,127.5356153,Amur Oblast,Russia,Blagoveshchensk Amur Oblast Russia ,25,25,,75,100,50
Hof,50.3135391,11.9127814,Bavaria,Germany,Hof Bavaria Germany ,75,50,,50,125,62.5
Koblenz,50.3569429,7.5889959,Rhineland-Palatinate,Germany,Koblenz Rhineland-Palatinate Germany ,67.85714286,41.66666667,,58.33333333,126.1904762,63.0952381
Regina,50.4452112,-104.6188944,Saskatchewan,Canada,Regina Saskatchewan Canada ,68.57142857,42.74193548,,57.25806452,125.8294931,62.91474654
Fulda,50.5558095,9.6808449,Hesse,Germany,Fulda Hesse Germany ,87.5,50,,50,137.5,68.75
Belgorod,50.5997134,36.5982621,Belgorod Oblast,Russia,Belgorod Belgorod Oblast Russia ,75,70.83333333,,29.16666667,104.1666667,52.08333333
Lille,50.62925,3.057256,,France,Lille  France ,48.91304348,35.52631579,,64.47368421,113.3867277,56.69336384
Liege,50.6329586,5.5697498,Wallonia,Belgium,Liege Wallonia Belgium ,54.54545455,28.57142857,,71.42857143,125.974026,62.98701299
Zwickau,50.7069243,12.4591138,Saxony,Germany,Zwickau Saxony Germany ,75,50,,50,125,62.5
Bonn,50.73743,7.0982068,North Rhine-Westphalia,Germany,Bonn North Rhine-Westphalia Germany ,82.8125,22.5,,77.5,160.3125,80.15625
Lutsk,50.747233,25.325383,Volyn Oblast,Ukraine,Lutsk Volyn Oblast Ukraine ,54.16666667,58.33333333,,41.66666667,95.83333333,47.91666667
Aachen,50.7753455,6.0838868,North Rhine-Westphalia,Germany,Aachen North Rhine-Westphalia Germany ,70.45454545,17.85714286,,82.14285714,152.5974026,76.2987013
Brühl,50.8267554,6.8987865,North Rhine-Westphalia,Germany,Brühl North Rhine-Westphalia Germany ,75,50,,50,125,62.5
Chemnitz,50.8282222,12.9208547,Saxony,Germany,Chemnitz Saxony Germany ,87.5,50,,50,137.5,68.75
Brussels,50.8476424,4.3571696,,Belgium,Brussels  Belgium ,35.81081081,44.76190476,,55.23809524,91.04890605,45.52445302
Hastings,50.854259,0.573453,England,United Kingdom,Hastings England United Kingdom ,100,0,,100,200,100
Herzogenrath,50.8649918,6.091241,North Rhine-Westphalia,Germany,Herzogenrath North Rhine-Westphalia Germany ,75,50,,50,125,62.5
Siegen,50.8838492,8.0209591,North Rhine-Westphalia,Germany,Siegen North Rhine-Westphalia Germany ,91.66666667,12.5,,87.5,179.1666667,89.58333333
Gera,50.8851,12.0807,Thuringia,Germany,Gera Thuringia Germany ,100,50,,50,150,75
Jena,50.927054,11.5892372,Thuringia,Germany,Jena Thuringia Germany ,95,75,,25,120,60
Cologne,50.937531,6.9602786,North Rhine-Westphalia,Germany,Cologne North Rhine-Westphalia Germany ,60.71428571,27.77777778,,72.22222222,132.9365079,66.46825397
Bergheim,50.9451945,6.6555022,North Rhine-Westphalia,Germany,Bergheim North Rhine-Westphalia Germany ,75,50,,50,125,62.5
Calgary,51.0447331,-114.0718831,,Canada,Calgary  Canada ,80,24.8502994,,75.1497006,155.1497006,77.5748503
Leverkusen,51.0459248,7.0192196,North Rhine-Westphalia,Germany,Leverkusen North Rhine-Westphalia Germany ,83.33333333,50,,50,133.3333333,66.66666667
Ghent,51.0500182,3.7303351,Flemish Region,Belgium,Ghent Flemish Region Belgium ,55.46875,27.67857143,,72.32142857,127.7901786,63.89508929
Dresden,51.0504088,13.7372621,Saxony,Germany,Dresden Saxony Germany ,75,7.894736842,,92.10526316,167.1052632,83.55263158
Lokeren,51.1040179,3.9895048,Flemish Region,Belgium,Lokeren Flemish Region Belgium ,75,50,,50,125,62.5
Wroclaw,51.1078852,17.0385376,Lower Silesian Voivodeship,Poland,Wroclaw Lower Silesian Voivodeship Poland ,25.68807339,35.4368932,,64.5631068,90.25118019,45.1255901
Dover,51.1278758,1.3134027,Delaware,United States of America,Dover Delaware United States of America ,100,50,,50,150,75
Solingen,51.1652199,7.0671161,North Rhine-Westphalia,Germany,Solingen North Rhine-Westphalia Germany ,87.5,50,,50,137.5,68.75
Sint-Niklaas,51.1653295,4.1386501,Flemish Region,Belgium,Sint-Niklaas Flemish Region Belgium ,25,50,,50,75,37.5
Neuss,51.2041968,6.6879511,North Rhine-Westphalia,Germany,Neuss North Rhine-Westphalia Germany ,50,75,,25,75,37.5
Bruges,51.2091807,3.2247552,Flemish Region,Belgium,Bruges Flemish Region Belgium ,82.5,30,,70,152.5,76.25
Düsseldorf,51.2277411,6.7734556,North Rhine-Westphalia,Germany,Düsseldorf North Rhine-Westphalia Germany ,64.81481481,23.91304348,,76.08695652,140.9017713,70.45088567
Lublin,51.2464536,22.5684463,Lublin Voivodeship,Poland,Lublin Lublin Voivodeship Poland ,35.9375,41.66666667,,58.33333333,94.27083333,47.13541667
Wuppertal,51.2562128,7.1507636,North Rhine-Westphalia,Germany,Wuppertal North Rhine-Westphalia Germany ,90,0,,100,190,95
Canterbury,51.280233,1.0789089,England,United Kingdom,Canterbury England United Kingdom ,56.25,35.41666667,,64.58333333,120.8333333,60.41666667
Kassel,51.3127114,9.4797461,Hesse,Germany,Kassel Hesse Germany ,75,50,,50,125,62.5
